N	Total Time	Average CPE
665	27194	40.89
666	27308	41.00
667	27333	40.98
668	27429	41.06
669	27476	41.07
670	27527	41.09
671	27629	41.18
672	27646	41.14
673	27828	41.35
674	27760	41.19
675	27828	41.23
676	27903	41.28
677	27949	41.28
678	28020	41.33
679	28611	42.14
680	28182	41.44
681	28204	41.42
682	28295	41.49
683	28359	41.52
684	28404	41.53
685	28470	41.56
686	28529	41.59
687	28641	41.69
688	28636	41.62
689	28706	41.66
690	28768	41.69
691	28835	41.73
692	28879	41.73
693	28941	41.76
694	29029	41.83
695	29076	41.84
696	29141	41.87
697	29215	41.92
698	29295	41.97
699	29491	42.19
700	29489	42.13
701	29528	42.12
702	29576	42.13
703	29638	42.16
704	29711	42.20
705	29766	42.22
706	29831	42.25
707	29901	42.29
708	29970	42.33
709	30036	42.36
710	30122	42.43
711	30176	42.44
712	30224	42.45
713	30281	42.47
714	30378	42.55
715	30450	42.59
716	30536	42.65
717	30583	42.65
718	30709	42.77
719	30719	42.72
720	30800	42.78
721	30841	42.78
722	30918	42.82
723	31040	42.93
724	31045	42.88
725	31109	42.91
726	31041	42.76
727	30480	41.93
728	30582	42.01
729	30609	41.99
730	30688	42.04
731	30765	42.09
732	30827	42.11
733	30893	42.15
734	30967	42.19
735	31062	42.26
736	31086	42.24
737	31199	42.33
738	31248	42.34
739	31301	42.36
740	34944	47.22
741	32377	43.69
742	31467	42.41
743	31557	42.47
744	31611	42.49
745	31671	42.51
746	31904	42.77
747	31815	42.59
748	31933	42.69
749	31976	42.69
750	32053	42.74
751	32132	42.79
752	32184	42.80
753	32238	42.81
754	32347	42.90
755	32496	43.04
756	32501	42.99
757	32605	43.07
758	41496	54.74
759	33727	44.44
760	34917	45.94
761	42414	55.73
762	32848	43.11
763	32905	43.13
764	32994	43.19
765	34996	45.75
766	34797	45.43
767	33946	44.26
768	35594	46.35
769	35326	45.94
770	35291	45.83
771	33419	43.35
772	33548	43.46
773	33588	43.45
774	33698	43.54
775	33703	43.49
776	33858	43.63
777	36565	47.06
778	36183	46.51
779	34385	44.14
780	34065	43.67
781	38532	49.34
782	34336	43.91
783	34282	43.78
784	34327	43.78
785	34462	43.90
786	34573	43.99
787	34533	43.88
788	34603	43.91
789	34762	44.06
790	34762	44.00
791	34851	44.06
792	34900	44.07
793	35018	44.16
794	35045	44.14
795	35207	44.29
796	35247	44.28
797	35297	44.29
798	35375	44.33
799	35435	44.35
800	47006	58.76
801	46116	57.57
802	46102	57.48
803	46124	57.44
804	46213	57.48
805	46302	57.52
806	46392	57.56
807	46475	57.59
808	46643	57.73
809	46640	57.65
810	46782	57.76
811	46821	57.73
812	46900	57.76
813	46978	57.78
814	47137	57.91
815	47133	57.83
816	47278	57.94
817	47304	57.90
818	47400	57.95
819	47541	58.05
820	47581	58.03
821	49672	60.50
822	47753	58.09
823	47844	58.13
824	47983	58.23
825	48005	58.19
826	48148	58.29
827	48309	58.41
828	48287	58.32
829	48338	58.31
830	48424	58.34
831	48509	58.37
832	48663	58.49
833	48670	58.43
834	48822	58.54
835	48868	58.52
836	52232	62.48
837	51495	61.52
838	50430	60.18
839	49578	59.09
840	49289	58.68
841	49376	58.71
842	49527	58.82
843	49543	58.77
844	49625	58.80
845	49709	58.83
846	49789	58.85
847	49880	58.89
848	50038	59.01
849	50051	58.95
850	50202	59.06
851	50246	59.04
852	50337	59.08
853	52168	61.16
854	50512	59.15
855	50666	59.26
856	50694	59.22
857	50829	59.31
858	50892	59.31
859	50967	59.33
860	51069	59.38
861	51169	59.43
862	53269	61.80
863	55111	63.86
864	51385	59.47
865	51666	59.73
866	53451	61.72
867	51666	59.59
868	51757	59.63
869	51930	59.76
870	51950	59.71
871	52041	59.75
872	52167	59.82
873	52201	59.79
874	52305	59.85
875	52386	59.87
876	52477	59.91
877	52619	60.00
878	52643	59.96
879	52781	60.05
880	52811	60.01
881	52904	60.05
882	53001	60.09
883	53104	60.14
884	53294	60.29
885	53282	60.21
886	53515	60.40
887	53509	60.33
888	53561	60.32
889	53720	60.43
890	53730	60.37
891	53883	60.47
892	53926	60.46
893	54019	60.49
894	54149	60.57
895	54182	60.54
896	54272	60.57
897	54365	60.61
898	54516	60.71
899	54582	60.71
900	54694	60.77
901	54817	60.84
902	54847	60.81
903	54939	60.84
904	55029	60.87
905	55175	60.97
906	55208	60.94
907	55298	60.97
908	55378	60.99
909	55457	61.01
910	55550	61.04
911	55637	61.07
912	55785	61.17
913	55869	61.19
914	56261	61.55
915	56018	61.22
916	56110	61.26
917	56214	61.30
918	56289	61.32
919	56442	61.42
920	56468	61.38
921	56621	61.48
922	56655	61.45
923	56790	61.53
924	58951	63.80
925	56926	61.54
926	57075	61.64
927	57104	61.60
928	57241	61.68
929	57292	61.67
930	57386	61.71
931	62264	66.88
932	57677	61.89
933	62011	66.46
934	57772	61.85
935	58021	62.05
936	57971	61.93
937	58058	61.96
938	58147	61.99
939	65205	69.44
940	67999	72.34
941	59181	62.89
942	58617	62.23
943	71278	75.59
944	59086	62.59
945	67182	71.09
946	60916	64.39
947	59035	62.34
948	59192	62.44
949	59249	62.43
950	59334	62.46
951	59503	62.57
