N	Total Time	Average CPE
1130	14961	13.24
1131	14957	13.22
1132	17343	15.32
1133	15016	13.25
1134	15000	13.23
1135	15035	13.25
1136	15040	13.24
1137	15045	13.23
1138	15066	13.24
1139	15087	13.25
1140	15072	13.22
1141	15111	13.24
1142	15959	13.97
1143	15124	13.23
1144	15146	13.24
1145	15922	13.91
1146	15180	13.25
1147	15187	13.24
1148	16799	14.63
1149	15258	13.28
1150	15244	13.26
1151	16158	14.04
1152	15245	13.23
1153	15265	13.24
1154	15283	13.24
1155	15287	13.24
1156	15293	13.23
1157	15305	13.23
1158	15319	13.23
1159	15331	13.23
1160	15334	13.22
1161	15362	13.23
1162	15364	13.22
1163	15394	13.24
1164	15409	13.24
1165	15476	13.28
1166	16281	13.96
1167	15446	13.24
1168	15473	13.25
1169	15491	13.25
1170	15508	13.25
1171	15505	13.24
1172	15507	13.23
1173	15542	13.25
1174	15538	13.24
1175	15558	13.24
1176	15562	13.23
1177	16432	13.96
1178	15591	13.24
1179	16331	13.85
1180	15600	13.22
1181	15623	13.23
1182	15657	13.25
1183	15650	13.23
1184	15663	13.23
1185	15699	13.25
1186	15699	13.24
1187	15696	13.22
1188	15722	13.23
1189	15741	13.24
1190	15768	13.25
1191	15752	13.23
1192	15833	13.28
1193	15787	13.23
1194	15849	13.27
1195	15813	13.23
1196	15821	13.23
1197	15851	13.24
1198	15851	13.23
1199	15848	13.22
1200	16735	13.95
1201	15959	13.29
1202	15921	13.25
1203	15933	13.24
1204	15949	13.25
1205	15942	13.23
1206	15968	13.24
1207	15966	13.23
1208	16009	13.25
1209	16004	13.24
1210	16020	13.24
1211	16050	13.25
1212	16058	13.25
1213	16062	13.24
1214	17112	14.10
1215	16812	13.84
1216	16084	13.23
1217	16124	13.25
1218	16126	13.24
1219	16187	13.28
1220	16148	13.24
1221	16149	13.23
1222	16187	13.25
1223	16203	13.25
1224	17069	13.95
1225	16227	13.25
1226	16231	13.24
1227	16228	13.23
1228	16354	13.32
1229	16258	13.23
1230	18608	15.13
1231	16281	13.23
1232	16299	13.23
1233	16319	13.24
1234	16340	13.24
1235	16349	13.24
1236	16370	13.24
1237	16403	13.26
1238	16405	13.25
1239	18200	14.69
1240	18437	14.87
1241	16431	13.24
1242	16421	13.22
1243	16455	13.24
1244	16468	13.24
1245	23851	19.16
1246	16492	13.24
1247	16506	13.24
1248	16501	13.22
1249	16522	13.23
1250	16503	13.20
1251	16545	13.23
1252	16559	13.23
1253	16609	13.26
1254	17823	14.21
1255	16610	13.24
1256	16621	13.23
1257	16653	13.25
1258	16637	13.22
1259	16649	13.22
1260	16675	13.23
1261	16697	13.24
1262	16706	13.24
1263	16714	13.23
1264	17587	13.91
1265	16766	13.25
1266	16797	13.27
1267	16796	13.26
1268	16798	13.25
1269	16822	13.26
1270	16873	13.29
1271	16836	13.25
1272	17808	14.00
1273	16864	13.25
1274	16891	13.26
1275	16906	13.26
1276	16910	13.25
1277	16917	13.25
1278	16939	13.25
1279	16950	13.25
1280	16969	13.26
1281	16988	13.26
1282	16988	13.25
1283	17004	13.25
1284	17010	13.25
1285	17017	13.24
1286	17024	13.24
1287	17071	13.26
1288	17070	13.25
1289	17105	13.27
1290	17095	13.25
1291	17122	13.26
1292	17125	13.25
1293	17135	13.25
1294	17143	13.25
1295	17213	13.29
1296	17155	13.24
1297	17181	13.25
1298	17200	13.25
1299	17209	13.25
1300	18927	14.56
1301	17967	13.81
1302	17267	13.26
1303	17325	13.30
1304	17281	13.25
1305	17291	13.25
1306	17318	13.26
1307	17319	13.25
1308	17340	13.26
1309	17334	13.24
1310	17344	13.24
1311	17375	13.25
1312	17377	13.24
1313	17393	13.25
1314	17433	13.27
1315	17438	13.26
1316	17421	13.24
1317	17459	13.26
1318	17482	13.26
1319	17470	13.24
1320	17473	13.24
1321	17521	13.26
1322	17535	13.26
1323	17544	13.26
1324	17539	13.25
1325	17567	13.26
1326	17568	13.25
1327	17638	13.29
1328	19357	14.58
1329	17606	13.25
1330	17609	13.24
1331	17653	13.26
1332	17639	13.24
1333	18541	13.91
1334	17703	13.27
1335	18934	14.18
1336	19817	14.83
1337	17722	13.26
1338	17717	13.24
1339	17744	13.25
1340	17755	13.25
1341	17781	13.26
1342	17753	13.23
1343	17805	13.26
1344	17884	13.31
1345	17816	13.25
1346	17823	13.24
1347	17840	13.24
1348	17859	13.25
1349	20854	15.46
1350	17885	13.25
1351	17964	13.30
1352	17918	13.25
1353	17927	13.25
1354	17939	13.25
1355	17953	13.25
1356	17977	13.26
1357	17999	13.26
1358	17959	13.22
1359	18897	13.91
1360	18004	13.24
1361	18055	13.27
1362	18065	13.26
1363	18066	13.25
1364	18084	13.26
1365	18081	13.25
1366	19079	13.97
1367	18112	13.25
1368	18107	13.24
1369	18138	13.25
1370	18151	13.25
1371	18162	13.25
1372	18173	13.25
1373	18193	13.25
1374	18285	13.31
1375	18190	13.23
1376	18241	13.26
1377	18239	13.25
1378	18238	13.24
1379	18285	13.26
1380	18287	13.25
1381	18304	13.25
1382	19361	14.01
1383	19070	13.79
1384	19088	13.79
1385	18351	13.25
1386	18349	13.24
1387	18381	13.25
1388	18406	13.26
1389	18418	13.26
1390	19165	13.79
1391	18430	13.25
1392	18438	13.25
1393	18448	13.24
1394	18474	13.25
1395	20057	14.38
1396	18491	13.25
1397	18579	13.30
1398	18529	13.25
1399	19262	13.77
1400	19998	14.28
1401	18571	13.26
1402	18594	13.26
1403	18602	13.26
1404	18594	13.24
1405	18631	13.26
1406	18641	13.26
